Lp,V,GTT,GTn,GGn,Ts,Tp,T48,T1,T2,P48,P1,P2,Pexh,TIC,mf,decay_coeff_comp,decay_coeff_turbine,T1_P1_ratio,T2_P2_ratio,T48_P48_ratio,Propeller_Torque_Diff,Power_Proxy_kW
7.148,21.0,22703.1014,1968.8022,8273.413,185.59300000000002,185.59300000000002,729.8462,288.0,644.5062,2.1176000000000004,0.998,11.3506,1.0266000000000002,27.784,0.5502,0.95,0.976,288.57715430861725,56.781685549662576,344.657253494522,0.0,4680754.81611387
8.206,24.0,31226.686800000003,2308.9672,8714.3208,261.142,261.142,799.0269999999999,288.0,675.3398,2.5547999999999997,0.998,13.5594,1.0306000000000002,37.642,0.7454,0.95,0.976,288.57715430861725,49.806023865362775,312.75520588695787,0.0,7550440.489538335
9.3,27.0,42834.481,2711.5542,9111.2538,367.37559999999996,367.37559999999996,889.8907999999999,288.0,710.392,3.1226,0.998,16.3166,1.036,52.5184,1.0398,0.95,0.976,288.57715430861725,43.53799198362404,284.98392365336576,0.0,12162991.88325208
1.138,3.0,38657.7298,2601.0688,8751.682,334.08439999999996,334.08439999999996,838.5248000000001,288.0,691.9291999999999,2.9304,0.998,15.288999999999998,1.0346,47.255199999999995,0.9532,0.95,0.977,288.57715430861725,45.25666819281837,286.1468741468742,0.0,10529719.541243142
2.088,6.0,34091.4784,2413.8026,8351.876,290.2772,290.2772,805.6918,288.0,672.944,2.6962,0.998,14.072999999999999,1.0323999999999998,42.7562,0.8695999999999999,0.95,0.977,288.57715430861725,47.818091380658,298.8249388027594,0.0,8617399.03697178
3.144,9.0,27970.9904,2155.5371999999998,7948.687,235.90679999999998,235.90679999999998,755.8192,288.0,650.4454,2.3814,0.998,12.4526,1.0293999999999999,36.2,0.7398,0.95,0.977,288.57715430861725,52.23370219873761,317.38439573360205,0.0,6313816.917102207
4.161,12.0,20716.466800000002,1847.5138,7644.2314,171.04739999999998,171.04739999999998,697.5378000000001,288.0,624.8291999999999,1.9978000000000002,0.998,10.5282,1.0257999999999998,27.336199999999998,0.5644,0.95,0.977,288.57715430861725,59.34815068102809,349.1529682650916,0.0,4008039.540661395
5.14,15.0,10491.148799999999,1520.2966000000001,7387.691199999999,77.11120000000001,77.11120000000001,620.4598,288.0,596.0938,1.5142,0.998,8.206199999999999,1.0211999999999999,14.0986,0.3024,0.95,0.977,288.57715430861725,72.63944334771271,409.76079778100643,0.0,1670244.264371232
6.175,18.0,16299.210200000001,1707.3947999999996,7814.2101999999995,124.5836,124.5836,685.36,288.0,620.6538,1.791,0.998,9.6624,1.0234,21.2212,0.4258,0.95,0.977,288.57715430861725,64.23391703924491,382.66890005583474,0.0,2914265.620548829
7.148,21.0,22703.151400000002,1968.8005999999998,8274.8238,185.5534,185.5534,728.865,288.0,644.3258,2.1174,0.998,11.3388,1.0266000000000002,27.7262,0.549,0.95,0.977,288.57715430861725,56.824866828941325,344.2264097478039,0.0,4680761.320788555
8.206,24.0,31226.7734,2308.969,8715.2876,261.10900000000004,261.10900000000004,798.0028,288.0,675.1568,2.5544000000000002,0.998,13.544799999999999,1.0308,37.571600000000004,0.7438,0.95,0.977,288.57715430861725,49.84619927942827,312.4032258064516,0.0,7550467.315048396
9.3,27.0,42834.7632,2711.5564,9111.9768,367.36400000000003,367.36400000000003,888.8666,288.0,710.2132,3.122,0.998,16.2982,1.0361999999999998,52.4354,1.038,0.95,0.977,288.57715430861725,43.57617405603072,284.7106342088405,0.0,12163081.88329204
1.138,3.0,38775.7228,2605.014,8755.4776,334.3112,334.3112,841.0994000000001,288.0,692.4822,2.9348,0.998,15.300400000000002,1.0348,47.1834,0.9554,0.95,0.978,288.57715430861725,45.25909126558783,286.5951342510563,0.0,10577878.679289669
2.088,6.0,34196.121399999996,2416.9072,8355.4544,290.36340000000007,290.36340000000007,808.1964,288.0,673.4458000000001,2.6997999999999998,0.998,14.082600000000003,1.0326,43.1246,0.8722,0.95,0.978,288.57715430861725,47.82112678056608,299.35417438328767,0.0,8654967.544846429
3.144,9.0,28075.744599999998,2158.6418000000003,7952.683,236.012,236.012,758.3666,288.0,650.9522,2.3852,0.998,12.4642,1.0295999999999998,36.577799999999996,0.7425999999999999,0.95,0.978,288.57715430861725,52.225750549573974,317.9467549890994,0.0,6346590.59093659
4.161,12.0,20821.177600000003,1850.6150000000002,7648.5563999999995,171.1446,171.1446,700.1143999999999,288.0,625.3362,2.0018000000000002,0.998,10.5424,1.0257999999999998,27.7248,0.5674,0.95,0.978,288.57715430861725,59.31630368796478,349.74243181136967,0.0,4035059.8852146887
5.14,15.0,10595.6592,1523.398,7392.039999999999,77.1894,77.1894,623.0175999999999,288.0,596.5926,1.5184,0.998,8.223600000000001,1.0211999999999999,14.497,0.3056,0.95,0.978,288.57715430861725,72.54640303516706,410.31190727081133,0.0,1690324.0871634572
6.175,18.0,16286.0462,1706.5504,7815.5114,124.4434,124.4434,684.2927999999999,288.0,620.4127999999998,1.7899999999999998,0.998,9.6496,1.0234,21.605,0.425,0.95,0.978,288.57715430861725,64.29414690764382,382.2864804469274,0.0,2910471.824614851
7.148,21.0,22703.1994,1968.7992,8276.2346,185.5866,185.5866,727.8862000000001,288.0,644.1464,2.117,0.998,11.327200000000001,1.0266,27.668400000000002,0.548,0.95,0.978,288.57715430861725,56.86722226145913,343.82909777987726,0.0,4680767.888596882
8.206,24.0,31226.8436,2308.9708,8716.2544,261.1268,261.1268,796.9812000000001,288.0,674.9745999999999,2.554,0.998,13.5304,1.0308,37.501400000000004,0.7426,0.95,0.978,288.57715430861725,49.88578312540648,312.0521534847299,0.0,7550490.175155454
9.3,27.0,42834.9846,2711.5584,9112.6972,367.3754,367.3754,887.8448000000001,288.0,710.0352,3.1214,0.998,16.2802,1.0362,52.3524,1.0366,0.95,0.978,288.57715430861725,43.6134199825555,284.438008585891,0.0,12163153.721940052
1.138,3.0,38874.819,2607.4376,8758.2216,334.4648,334.4648,843.174,288.0,692.8776,2.9384,0.998,15.306400000000002,1.0348,47.1118,0.9576,0.95,0.979,288.57715430861725,45.26718235509329,286.95004083855156,0.0,10614778.151048638
2.088,6.0,34285.3168,2418.8186,8358.1862,290.4108,290.4108,810.1996,288.0,673.8120000000001,2.7032,0.998,14.087799999999998,1.0326,43.32,0.8744000000000002,0.95,0.979,288.57715430861725,47.82946947003792,299.71870375850847,0.0,8684405.31091444
3.144,9.0,28165.022600000004,2160.5532000000003,7955.832,236.04299999999998,236.04299999999998,760.412,288.0,651.3234,2.3886,0.998,12.4712,1.0295999999999998,36.782599999999995,0.7448,0.95,0.979,288.57715430861725,52.2262011674899,318.35049819978235,0.0,6372409.6493991865
4.161,12.0,20910.427799999998,1852.5234,7652.034799999999,171.1908,171.1908,702.189,288.0,625.7076,2.0052,0.998,10.5518,1.0257999999999998,27.9404,0.5698000000000001,0.95,0.979,288.57715430861725,59.2986599442749,350.18402154398564,0.0,4056535.102519972
5.14,15.0,10684.8154,1525.306,7395.5458,77.2394,77.2394,625.0742,288.0,596.9556,1.5218,0.998,8.2362,1.0211999999999999,14.722800000000001,0.3082,0.95,0.979,288.57715430861725,72.47949297005901,410.74661584965173,0.0,1706682.0464279926
6.175,18.0,16276.3766,1706.0334000000003,7817.018400000001,124.34079999999999,124.34079999999999,683.227,288.0,620.1942,1.7892,0.998,9.6378,1.0234,21.8162,0.42379999999999995,0.95,0.979,288.57715430861725,64.35018365187076,381.86172591102167,0.0,2907862.569972175
7.148,21.0,22703.2864,1968.7966000000001,8277.6464,185.56799999999998,185.56799999999998,726.9100000000001,288.0,643.9672,2.1166,0.998,11.3154,1.0266000000000002,27.611,0.5466,0.95,0.979,288.57715430861725,56.91068808879934,343.4328640272135,0.0,4680779.644120942
8.206,24.0,31226.947600000003,2308.97,8717.221999999998,261.0956,261.0956,795.9626000000001,288.0,674.7927999999999,2.5536000000000003,0.998,13.516000000000002,1.0308,37.4314,0.7409999999999999,0.95,0.979,288.57715430861725,49.925480911512274,311.70214598997495,0.0,7550512.705757913
9.3,27.0,42835.3176,2711.5574,9113.4188,367.3132,367.3132,886.8263999999999,288.0,709.8578,3.1208,0.998,16.262,1.0361999999999998,52.2698,1.0348,0.95,0.979,288.57715430861725,43.65132210060263,284.16636759805175,0.0,12163243.79282872
1.138,3.0,38949.4794,2608.7115999999996,8760.179999999998,334.48519999999996,334.48519999999996,844.5178,288.0,693.119,2.941,0.998,15.3062,1.0348,47.0404,0.9583999999999999,0.95,0.98,288.57715430861725,45.283545230037504,287.15328119687183,0.0,10640360.555863377
2.088,6.0,34358.4078,2420.2005999999997,8360.513200000001,290.457,290.457,811.5160000000001,288.0,674.0648,2.7058,0.998,14.0888,1.0326,43.190200000000004,0.8754,0.95,0.98,288.57715430861725,47.84401794333087,299.917214871757,0.0,8707891.563316781
3.144,9.0,28238.214400000004,2161.9354,7958.577,236.0984,236.0984,761.771,288.0,651.581,2.3912,0.998,12.4742,1.0295999999999998,36.6622,0.7462,0.95,0.98,288.57715430861725,52.23429157781661,318.5726831716293,0.0,6393056.786691637
4.161,12.0,20983.6044,1853.9036,7655.1098,171.2588,171.2588,703.5772000000001,288.0,625.9652,2.0078,0.998,10.5572,1.0257999999999998,27.8308,0.5714,0.95,0.98,288.57715430861725,59.29272913272459,350.4219543779261,0.0,4073763.9039455033
5.14,15.0,10757.702399999998,1526.687,7398.644399999999,77.34880000000001,77.34880000000001,626.443,288.0,597.2046,1.5246,0.998,8.244800000000001,1.0211999999999999,14.623,0.30979999999999996,0.95,0.98,288.57715430861725,72.43409179118959,410.89006952643314,0.0,1719880.0201538883
6.175,18.0,16274.926199999998,1706.1379999999997,7818.9039999999995,124.3674,124.3674,682.2074,288.0,620.0162,1.7890000000000001,0.998,9.6278,1.0234,21.7016,0.42279999999999995,0.95,0.98,288.57715430861725,64.39853341365628,381.3344885410844,0.0,2907781.7186177387
7.148,21.0,22703.264999999996,1968.7964,8279.0564,185.5836,185.5836,725.9359999999999,288.0,643.7882000000001,2.1162,0.998,11.3034,1.0266,27.552999999999997,0.5454,0.95,0.98,288.57715430861725,56.95527009572342,343.0375200831679,0.0,4680774.756546257
8.206,24.0,31226.929200000002,2308.9712,8718.186599999999,261.11220000000003,261.11220000000003,794.9462,288.0,674.6114,2.553,0.998,13.501,1.0308,37.3608,0.7394000000000001,0.95,0.98,288.57715430861725,49.967513517517226,311.3772816294555,0.0,7550512.180825745
9.3,27.0,42835.3584,2711.56,9114.134199999999,367.3214,367.3214,885.8093999999999,288.0,709.6808,3.1201999999999996,0.998,16.2434,1.0362,52.1866,1.033,0.95,0.98,288.57715430861725,43.69040964330127,283.895070828793,0.0,12163267.040978126
1.138,3.0,39098.3168,2610.1312,8762.287,334.5722,334.5722,848.1704,288.0,693.7254,2.9462,0.998,15.321200000000001,1.0348,46.968599999999995,0.9621999999999999,0.95,0.981,288.57715430861725,45.27879017309349,287.88622632543616,0.0,10686832.860755064
2.088,6.0,34500.27159999999,2421.4139999999998,8362.7902,290.508,290.508,815.086,288.0,674.658,2.7108,0.998,14.103799999999998,1.0326,43.230199999999996,0.8792000000000002,0.95,0.981,288.57715430861725,47.83519335214624,300.68097978456547,0.0,8748229.768334107
3.144,9.0,28380.18,2163.1486,7961.272,236.142,236.142,765.383,288.0,652.1787999999999,2.3964,0.998,12.4914,1.0295999999999998,36.7118,0.7502,0.95,0.981,288.57715430861725,52.21022463454856,319.3886663328326,0.0,6428803.010252863
4.161,12.0,21125.563799999996,1855.1156000000003,7658.1364,171.3016,171.3016,707.2180000000001,288.0,626.5628,2.0132,0.998,10.577,1.0257999999999998,27.891399999999997,0.5756,0.95,0.981,288.57715430861725,59.23823390375343,351.2904828134314,0.0,4104005.2126590186
5.14,15.0,10899.6842,1527.8978000000002,7401.7016,77.4,77.4,630.0662,288.0,597.7938,1.5302,0.998,8.2678,1.0211999999999999,14.6936,0.3142,0.95,0.981,288.57715430861725,72.30385350395511,411.7541497843419,0.0,1743961.2814139912
6.175,18.0,16268.214799999998,1705.9281999999998,7820.5958,124.34639999999999,124.34639999999999,681.136,288.0,619.814,1.7886,0.998,9.616800000000001,1.0234,21.7578,0.42160000000000003,0.95,0.981,288.57715430861725,64.4511687879544,380.82075366208204,0.0,2906225.201244429
7.148,21.0,22703.3864,1968.7942000000003,8280.4702,185.575,185.575,724.9652,288.0,643.6096,2.116,0.998,11.291799999999999,1.0266000000000002,27.496,0.5442,0.95,0.981,288.57715430861725,56.99796312368268,342.6111531190926,0.0,4680794.555327372
8.206,24.0,31227.0398,2308.9694000000004,8719.1548,261.113,261.113,793.9334,288.0,674.4304,2.5526,0.998,13.4866,1.0308,37.291199999999996,0.7382000000000001,0.95,0.981,288.57715430861725,50.00744442631946,311.02930345530046,0.0,7550533.037183206
9.3,27.0,42835.5894,2711.559,9114.8522,367.31280000000004,367.31280000000004,884.7964,288.0,709.5044,3.1193999999999997,0.998,16.2254,1.0361999999999998,52.10419999999999,1.0316,0.95,0.981,288.57715430861725,43.72800670553577,283.6431365006091,0.0,12163328.148596406
1.138,3.0,39263.027799999996,2610.4716,8763.6692,334.58540000000005,334.58540000000005,852.1988000000001,288.0,694.3338,2.9512,0.998,15.337399999999999,1.0348,46.8974,0.9668000000000001,0.95,0.982,288.57715430861725,45.27063257136151,288.7634860395772,0.0,10733253.290864939
2.088,6.0,34625.454600000005,2420.7912,8363.882999999998,290.3288,290.3288,818.384,288.0,675.12,2.7146,0.998,14.113800000000001,1.0326,43.6068,0.8834000000000002,0.95,0.982,288.57715430861725,47.83403477447604,301.4749871067561,0.0,8777714.153190713
3.144,9.0,28505.4534,2162.5258,7962.783,235.99020000000002,235.99020000000002,768.723,288.0,652.6454,2.4002,0.998,12.5032,1.0295999999999998,37.0978,0.7544000000000001,0.95,0.982,288.57715430861725,52.198269243073774,320.2745604532956,0.0,6455321.380604233
4.161,12.0,21250.8478,1854.4923999999999,7659.979399999999,171.1382,171.1382,710.5868,288.0,627.0294,2.0172,0.998,10.591,1.0257999999999998,28.2882,0.58,0.95,0.982,288.57715430861725,59.20398451515438,352.2639302002776,0.0,4126956.9319316116
5.14,15.0,11024.85,1527.2740000000001,7403.573000000001,77.2356,77.2356,633.4168000000001,288.0,598.2518,1.5344,0.998,8.2848,1.0211999999999999,15.100200000000001,0.3188,0.95,0.982,288.57715430861725,72.21077153341058,412.81074035453605,0.0,1763267.7557049796
6.175,18.0,16228.8564,1704.9602,7821.825,124.14500000000001,124.14500000000001,679.4194,288.0,619.4792,1.7870000000000001,0.998,9.599,1.0234,22.1498,0.4202,0.95,0.982,288.57715430861725,64.53580581310553,380.20111919418014,0.0,2897548.9456982603
7.148,21.0,22703.425199999998,1968.7922000000003,8281.8818,185.569,185.569,723.9966000000001,288.0,643.4314,2.1155999999999997,0.998,11.2796,1.0266,27.438599999999997,0.5431999999999999,0.95,0.982,288.57715430861725,57.04381361041172,342.2180941576858,0.0,4680797.799793001
8.206,24.0,31227.047599999998,2308.9674,8720.120200000001,261.1022,261.1022,792.9226000000001,288.0,674.2498,2.552,0.998,13.4716,1.0308,37.2214,0.737,0.95,0.982,288.57715430861725,50.04971940972119,310.7063479623825,0.0,7550528.383004388
9.3,27.0,42835.6752,2711.558,9115.5658,367.3364,367.3364,883.7851999999999,288.0,709.3284,3.1186,0.998,16.206799999999998,1.0362,52.021800000000006,1.0298,0.95,0.982,288.57715430861725,43.76733223091542,283.3916500994036,0.0,12163348.026090553
1.138,3.0,39318.876599999996,2610.2704000000003,8764.6236,334.60839999999996,334.60839999999996,852.9708,288.0,694.3882,2.9524,0.998,15.3296,1.0348,46.8264,0.967,0.95,0.983,288.57715430861725,45.297215843857636,288.90760059612523,0.0,10747692.129064953
2.088,6.0,34672.523,2420.4538,8365.0564,290.34080000000006,290.34080000000006,819.0083999999999,288.0,675.1514,2.7154,0.998,14.1056,1.0326,43.59160000000001,0.8834000000000002,0.95,0.983,288.57715430861725,47.86406817150635,301.6161154894306,0.0,8788421.146982586
3.144,9.0,28552.6272,2162.1886,7964.3758,235.98300000000003,235.98300000000003,769.3892,288.0,652.6816,2.4012000000000002,0.998,12.497,1.0295999999999998,37.0918,0.7548000000000001,0.95,0.983,288.57715430861725,52.2270624949988,320.4186240213226,0.0,6464996.084166414
4.161,12.0,21298.0366,1854.1552,7661.9036,171.13720000000004,171.13720000000004,711.2818,288.0,627.0655999999999,2.0183999999999997,0.998,10.587399999999999,1.0257999999999998,28.293,0.5806,0.95,0.983,288.57715430861725,59.22753461661976,352.3988307570353,0.0,4135369.0251475098
5.14,15.0,11071.9932,1526.9358,7405.528200000001,77.20840000000001,77.20840000000001,634.0939999999999,288.0,598.2794,1.5358,0.998,8.284600000000001,1.0211999999999999,15.115,0.3198,0.95,0.983,288.57715430861725,72.215846268981,412.87537439770796,0.0,1770415.5110318067
6.175,18.0,16220.294400000002,1704.8205999999998,7823.5652,124.1298,124.1298,678.288,288.0,619.2686,1.7866,0.998,9.587799999999998,1.0234,22.1502,0.41899999999999993,0.95,0.983,288.57715430861725,64.58922797722107,379.6529721258256,0.0,2895783.1379050226
7.148,21.0,22703.5218,1968.7915999999998,8283.296400000001,185.5572,185.5572,723.0305999999999,288.0,643.2540000000001,2.1154,0.998,11.2682,1.0266000000000002,27.381600000000002,0.5422,0.95,0.983,288.57715430861725,57.08578122504039,341.7937978632882,0.0,4680816.289449475
8.206,24.0,31227.094,2308.9660000000003,8721.0872,261.08540000000005,261.08540000000005,791.915,288.0,674.0699999999999,2.5516,0.998,13.457400000000002,1.0308,37.1518,0.7356,0.95,0.983,288.57715430861725,50.08917027063176,310.3601661702461,0.0,7550535.02413813
9.3,27.0,42835.7612,2711.5582,9116.280600000002,367.3308,367.3308,882.7772000000001,288.0,709.1532,3.118,0.998,16.189,1.0361999999999998,51.9394,1.0282,0.95,0.983,288.57715430861725,43.80463277534128,283.12289929441954,0.0,12163373.343257958
1.138,3.0,39598.137,2608.2618,8764.5164,334.4758,334.4758,860.1496000000001,288.0,695.3430000000001,2.9604,0.998,15.363,1.0348,46.7552,0.9753999999999999,0.95,0.984,288.57715430861725,45.26088654559657,290.55181732198355,0.0,10815698.011196535
2.088,6.0,34937.4274,2418.1452,8365.0676,290.15060000000005,290.15060000000005,825.9348,288.0,676.059,2.7228000000000003,0.998,14.1374,1.0326,43.6252,0.8917999999999999,0.95,0.984,288.57715430861725,47.82060350559509,303.34023799030405,0.0,8847119.953926275
3.144,9.0,28817.613,2159.88,7964.805,235.8146,235.8146,776.3570000000001,288.0,653.5935999999999,2.4088000000000003,0.998,12.5308,1.0295999999999998,37.135000000000005,0.7632,0.95,0.984,288.57715430861725,52.15896830210362,322.30031550979743,0.0,6518028.360419969
4.161,12.0,21563.059,1851.8474,7662.6662000000015,170.9722,170.9722,718.2782,288.0,627.9775999999999,2.0262000000000002,0.998,10.6236,1.0257999999999998,28.346999999999998,0.5892,0.95,0.984,288.57715430861725,59.11156293535148,354.4952127134537,0.0,4181616.351278969
5.14,15.0,11336.999800000001,1524.6268,7406.3225999999995,77.02720000000001,77.02720000000001,641.0724,288.0,599.1828,1.5437999999999998,0.998,8.3238,1.0211999999999999,15.178999999999998,0.3286,0.95,0.984,288.57715430861725,71.98428602321056,415.2561212592305,0.0,1810048.894375688
6.175,18.0,16206.1266,1704.518,7825.2044,124.0846,124.0846,677.0544,288.0,619.0337999999999,1.7858,0.998,9.575199999999999,1.0234,22.1996,0.4178,0.95,0.984,288.57715430861725,64.64969922299274,379.1322656512487,0.0,2892740.2403527647
7.148,21.0,22703.5426,1968.7900000000002,8284.7088,185.595,185.595,722.0666,288.0,643.0764,2.1152,0.998,11.2564,1.0266,27.324400000000004,0.541,0.95,0.984,288.57715430861725,57.12984613197826,341.3703668683812,0.0,4680816.773798986
8.206,24.0,31227.0784,2308.964,8722.053199999998,261.1354,261.1354,790.9094,288.0,673.8902,2.5512,0.998,13.4428,1.0308,37.082,0.7342000000000001,0.95,0.984,288.57715430861725,50.13019609010028,310.0146597679523,0.0,7550524.711962199
9.3,27.0,42836.120800000004,2711.5539999999996,9116.996,367.35540000000003,367.35540000000003,881.7728,288.0,708.9782,3.1174000000000004,0.998,16.1708,1.0362,51.8574,1.0266,0.95,0.984,288.57715430861725,43.843112276448906,282.85519984602547,0.0,12163456.612702386
1.138,3.0,39769.2434,2606.0865999999996,8764.2702,334.3746,334.3746,864.0898,288.0,695.7916,2.9646,0.998,15.374199999999998,1.0348,46.6844,0.9798000000000002,0.95,0.985,288.57715430861725,45.25709305199621,291.46927072792283,0.0,10853374.527512679
2.088,6.0,35094.2288,2415.7835999999998,8365.012,290.001,290.001,829.6134,288.0,676.4764,2.7268,0.998,14.148,1.0326,43.7164,0.8960000000000001,0.95,0.985,288.57715430861725,47.81427763641504,304.24431568138476,0.0,8878147.372477569
3.144,9.0,28974.525799999996,2157.5186,7965.1684,235.63900000000004,235.63900000000004,780.0772,288.0,654.0156,2.4128,0.998,12.5434,1.0295999999999998,37.2356,0.7676000000000001,0.95,0.985,288.57715430861725,52.140217165999644,323.3078580901857,0.0,6546354.255507383
4.161,12.0,21720.027000000002,1849.4862,7663.364600000001,170.78680000000003,170.78680000000003,722.0269999999999,288.0,628.3996,2.0302,0.998,10.6386,1.0257999999999998,28.4584,0.5938,0.95,0.985,288.57715430861725,59.06788487206963,355.6432863757265,0.0,4206685.784696083
5.14,15.0,11493.6094,1522.2679999999998,7407.049800000001,76.874,76.874,644.8018,288.0,599.5958,1.548,0.998,8.342,1.0211999999999999,15.3,0.33340000000000003,0.95,0.985,288.57715430861725,71.87674418604651,416.53863049095605,0.0,1832213.8848070924
6.175,18.0,16192.036600000001,1704.3286,7826.9182,124.0452,124.0452,675.8144,288.0,618.8154,1.7852000000000001,0.998,9.5636,1.0234,22.3062,0.4166,0.95,0.985,288.57715430861725,64.70527834706596,378.56509074613484,0.0,2889904.0701584993
7.148,21.0,22703.5906,1968.7879999999998,8286.1276,185.56099999999998,185.56099999999998,721.1032,288.0,642.9,2.1148000000000002,0.998,11.244800000000001,1.0266000000000002,27.267599999999998,0.5398,0.95,0.985,288.57715430861725,57.173093340922016,340.97938339322866,0.0,4680821.914988009
8.206,24.0,31227.0794,2308.9616,8723.0244,261.0848,261.0848,789.905,288.0,673.7116,2.5506,0.998,13.4284,1.0308,37.012800000000006,0.7328,0.95,0.985,288.57715430861725,50.17065324238182,309.6937975378342,0.0,7550517.105535286
9.3,27.0,42836.306399999994,2711.5516,9117.7122,367.2866,367.2866,880.7688,288.0,708.8046,3.1166,0.998,16.1528,1.0361999999999998,51.7756,1.025,0.95,0.985,288.57715430861725,43.881221831509094,282.605660014118,0.0,12163498.54849142
1.138,3.0,39973.7786,2601.6841999999997,8762.655,334.0408,334.0408,869.699,288.0,696.229,2.9682000000000004,0.998,15.385399999999999,1.0348,47.611599999999996,0.9872,0.95,0.986,288.57715430861725,45.25257711856696,293.0055252341486,0.0,10890765.331939189
2.088,6.0,35276.6696,2411.0948,8363.5256,289.6298,289.6298,834.7533999999999,288.0,676.841,2.7296,0.998,14.156600000000001,1.0326,44.7412,0.9028,0.95,0.986,288.57715430861725,47.81098568865405,305.81528429073853,0.0,8906980.097665736
3.144,9.0,29157.10779999999,2152.8311999999996,7964.0992,235.29480000000004,235.29480000000004,785.2608,288.0,654.3842,2.4158,0.998,12.553799999999999,1.0295999999999998,38.2696,0.7748,0.95,0.986,288.57715430861725,52.126384043078595,325.0520738471728,0.0,6573293.730223637
